DIRECCIÓN,BARRIO,X,Y,TIPO,DIÁMETRO HIDRANTE,Longitud,Latitud
CL 1#21-17,San Cristobal,1105098.591,1281867.172,Tipo Milán,3'',-73.12609621,7.14406783
CL 3N # 23C-12,El Plan,1105198.94,1281985.587,Tipo Milán,3'',-73.12518566,7.145136547
CL 1N #19-18,La Juventud,1104877.515,1281809.931,Tipo Milán,3'',-73.1280984,7.143554433
CL 3N # 17B-08,La Juventud,1104641.948,1281927.12,Tipo Milán,3'',-73.13022849,7.144618332
CRA 11 # 29N-24 ,Las Hamacas,1103877.48,1283444.216,Tipo Piso,2'',-73.1371202,7.158348651
CL 34 # 43-09,Alvarez las Américas,1107111.13,1279962.046,Tipo Piso,2'',-73.10791558,7.126805665
CL 31 # 41-56,Alvarez las Américas,1106938.044,1280252.652,Tipo Piso,2'',-73.10947672,7.129436313
CRA 18A # 8AN-05 XIII JUNIO,13 de Junio,1104520.373,1282483.32,Tipo Piso,2'',-73.13131862,7.149649219
CL 74A # 49-62 CASA 112 CONJ 2,Lagos del Cacique,1108021.226,1276827.956,Tipo Milán,3'',-73.09973797,7.09845308
AV EL TEJAR # 104-25 CASA 28A,Fatima,1107907.394,1276465.826,Tipo Milán,3'',-73.10077514,7.095181233
CL 10 # 28-02,Universidad,1105839.177,1281142.534,Tipo Milán,3'',-73.11940628,7.137502487
AV EL TEJAR # 104-25 CASA 1G.,Fatima,1107837.161,1276461.316,Tipo Tráfico,4'',-73.10141088,7.0951418
CL 94 # 47-89 ,Lagos del Cacique,1107765.911,1276714.752,Tipo Milán,3'',-73.10205091,7.097434467
CL 94 # 48-37 CASA 13,Lagos del Cacique,1107941.189,1276830.257,Tipo Milán,3'',-73.10046231,7.098475407
CL 68A # 10A-26,África,1105774.177,1276433.383,Tipo Milán,3'',-73.12008288,7.094928131
CL 71 # 29A-13,Antonia Santos sur,1106823.119,1277146.195,Tipo Milán,3'',-73.11057574,7.101352996
AV QUEBRADA SECA # 33A-207  T 12 ,Quinta Brigada,1106994.742,1280424.059,Tipo Milán,3'',-73.10896028,7.130984928
CL 32 # 49-74 URB BALCON DE LAS AMERICAS,Alvarez las Américas,1107348.77,1280196.344,Tipo Tráfico,4'',-73.10576016,7.128919429
CRA 23 # 13,Mutualidad,1105256.948,1280797.281,Tipo Milán,3'',-73.12468282,7.134391953
CL 14 # 22,Mutualidad,1105265.794,1280753.442,Tipo Piso,3'',-73.12460357,7.133995434
CRA 15G # 0BIS-12,Villa Mercedes,1104236.015,1281871.615,Tipo Tráfico,4'',-73.13390393,7.144124041
CL 1B # 16C-02,Bosque norte,1104373.147,1281918.256,Tipo Tráfico,6'',-73.13266178,7.14454318
CRA 17 CL 2N,Transición,1104590.245,1281864.221,Tipo Milán,3'',-73.13069767,7.144050616
PERIMETRAL 2C # 21-13 TRANSICION,Transición,1104986.77,1281659.925,Tipo Milán,3'',-73.12711225,7.142196191
CL 1#21D,Transición,1105050.483,1281821.954,Tipo Milán,3'',-73.12653251,7.143659913
CL 36#13,Garcia Rovira,1104919.318,1278867.038,Tipo Tráfico,4'',-73.12777482,7.116946829
CRA 12#34,Garcia Rovira,1104762.854,1279037.699,Tipo Milán,3'',-73.12918783,7.118492686
CL 16#31,Centro,1105004.611,1279366.332,Tipo Milán,3'',-73.12699352,7.121459386
CL 33#15-65,Centro,1105022.153,1279247.153,Tipo Piso,2'',-73.12683696,7.120381556
CRA 29 # 51-07 ,Sotomayor,1106521.277,1278483.711,Tipo Tráfico,4'',-73.11328246,7.113451192
CRA 15#35,Centro,1105051.304,1279056.713,Tipo Tráfico,4'',-73.12657665,7.118659231
CL 37#16,Centro,1105268.83,1278960.895,Tipo Milán,3'',-73.12460957,7.117788895
CRA 15#31-12,Centro,1104921.709,1279316.959,Tipo Tráfico,4'',-73.12774481,7.121014536
CL 33 #14-31,Centro,1104926.286,1279205.619,Tipo Piso,2'',-73.12770545,7.120007827
CL 33#13-25,Garcia Rovira,1104851.133,1279176.161,Tipo Milán,2'',-73.12838623,7.119742885
CL 35 # 23-83,Antonia Santos centro,1105840.618,1279334.619,Tipo Piso,2'',-73.1194272,7.121157057
CRA 19#34,Centro,1105268.507,1279242.281,Tipo Milán,3'',-73.12460725,7.120332918
CRA15 #33,Centro,1104988.188,1279211.58,Tipo Tráfico,4'',-73.12714505,7.120060568
CRA 15#41 ESQUINA ,Centro,1105152.103,1278806,Tipo Tráfico,4'',-73.12566897,7.116390656
CRA 15#36,Centro,1105056.681,1278979.981,Tipo Tráfico,4'',-73.12652941,7.117965395
CRA 15#30,Centro,1104886.781,1279401.692,Tipo Tráfico,4'',-73.12805937,7.121781268
CRA 16 # 10,Comuneros,1104632.312,1280973.289,Tipo Tráfico,4'',-73.13033346,7.135994881
CRA 15 # 9 - 07,Comuneros,1104503.394,1281031.901,Tipo Milán,3'',-73.13149929,7.136527183
CL 4N#15,Chapinero,1104333.212,1281481.116,Tipo Milán,3'',-73.13303136,7.140591715
CRA 18 # 10,Comuneros,1104812.484,1281016.066,Tipo Tráfico,4'',-73.12870183,7.136378274
CRA 15#22,Granada,1104752.99,1279859.117,Tipo Tráfico,4'',-73.12926186,7.125919355
CRA 15#20,Granada,1104720.915,1280019.045,Tipo Tráfico,4'',-73.12954921,7.127365867
CL 19A#13,Granada,1104532.772,1280082.366,Tipo Milán,3'',-73.13125099,7.127941844
CRA 15 #16,Gaitán,1104628.726,1280477.035,Tipo Tráfico,4'',-73.13037514,7.131508287
CRA 15#17,Gaitán,1104646.815,1280391.385,Tipo Tráfico,4'',-73.130213,7.130733582
CRA 15#19,Granada,1104685.743,1280197.448,Tipo Tráfico,4'',-73.12986425,7.128979468
CRA 15 # 18,San Francisco,1104693.848,1280254.567,Tipo Tráfico,4'',-73.12978982,7.129495729
CRA 15#34,Centro,1105014.428,1279147.28,Tipo Tráfico,4'',-73.12690874,7.119478738
CL 29#5-17,Girardot,1104100.262,1279240.498,Tipo Piso,2'',-73.13518136,7.12033845
CL 36 # 24-82,Bólivar,1105978.854,1279280.921,Tipo Piso,2'',-73.118177,7.120668978
CRA 28 # 58-09 ,Mercedes,1106560.362,1277907.502,Tipo Piso,2'',-73.11293956,7.108240935
CL 19 # 14-18/38,Gaitán,1104605.889,1280194.644,Tipo Piso,2'',-73.13058709,7.128955597
CL 16#14,Gaitán,1104549.965,1280457.012,Tipo Tráfico,4'',-73.13108841,7.131328722
CL 56 # 29-95 ,Bolarqui,1106754.038,1278058.521,Tipo Tráfico,6'',-73.11118375,7.109602651
CRA 33 # 69-04 ,Antonia Santos sur,1106843.53,1277409.988,Tipo Milán,3'',-73.11038602,7.10373757
CL 31 # 23-72 ,Antonia Santos centro,1105696.804,1279681.082,Tipo Milán,3'',-73.1207224,7.124292131
CRA 28 # 55-07,Bolarqui,1106458.324,1278155.503,Tipo Milán,3'',-73.11385843,7.110485045
CRA 15 # 56-59 ,Gomez Niño,1105669.48,1277726.04,Tipo Milán,3'',-73.12100632,7.106617046
DG 14 # 56-59 ,Ciudadela Real de Minas,1105640.186,1277703.528,Tipo Tráfico,4'',-73.12127188,7.106414058
CL 67 # 21-07 ,La Victoria,1106309.47,1277083.992,Tipo Tráfico,4'',-73.11522587,7.100800286
AV SAMANES # 9-140 ,Ciudadela Real de Minas,1105574.5,1277541.25,Tipo Milán,3'',-73.12186943,7.104948128
CL  30 #5 OCC,Santander,1103744.293,1278824.267,Tipo Milán,3'',-73.13841099,7.116581828
CRA 8 OCC#29,Santander,1103570.136,1278688.115,Tipo Piso,2'',-73.13998982,7.115354065
CRA 15#4,Chapinero,1104329.697,1281382.327,Tipo Tráfico,4'',-73.13306501,7.13969862
CL 27#11 OCC,Santander,1103352.6,1278706.006,Tipo Milán,3'',-73.14195845,7.115519799
CRA 31#42 OCC  ESQUINA CANCHA ,Don Bosco,1103231.915,1278507.755,Tipo Milán,3'',-73.14305442,7.1137296
CL 61 # 7W-09,Mutis,1104531.057,1276824.243,Tipo Milán,3'',-73.13132683,7.098484986
CL 28AN # 10-27 ,Villa alegria I,1103792.44,1283332.747,Tipo Milán,3'',-73.13789205,7.157342426
CRA 10 # 31CN-38,Villa alegria II,1103773.244,1283688.43,Tipo Milán,3'',-73.13805924,7.160558531
CRA 31 # 52A-31,Campestre,1106663.917,1278306.653,Tipo Milán,3'',-73.11199475,7.111847718
CL 48 # 27A-08/ 16,Sotomayor,1106430.923,1278832.805,Tipo Piso,2'',-73.11409368,7.116609052
CL 42 # 28-72 ,Sotomayor,1106530.929,1279229.302,Tipo Milán,3'',-73.11318102,7.120191907
CL 28#0 ENTRE MZN E Y F,La Feria,1103459.924,1279243.157,Tipo Milán,3'',-73.14097719,7.120374262
CL 51 # 27A-73 ,Sotomayor,1106414.591,1278577.865,Tipo Piso,2'',-73.1142463,7.114304444
CL 21N # 16-79,Olas Bajas,1104320.449,1283123.638,Tipo Milán,3'',-73.1331164,7.155442083
CRA 20A # 25N-03,Claveriano,1104450.978,1283397.518,Tipo Milán,3'',-73.13192976,7.157915816
CRA 20E # 24AN-04,Claveriano,1104540.414,1283315.288,Tipo Milán,3'',-73.13112172,7.157170709
CRA 5 # 40N-05,Café Madrid,1103412.63,1283571.621,Tipo Milán,3'',-73.14132569,7.159509102
CRA 3 # 42N-110,Café Madrid,1103329.3,1284044.875,Tipo Milán,3'',-73.14207127,7.163789357
CRA 6 # 43N-16,Café Madrid,1103618.43,1283912.499,Tipo Tráfico,4'',-73.13945647,7.162587211
CL 42 # 27-45/ 59,Mejoras Públicas,1106342.72,1279126.448,Tipo Piso,2'',-73.11488647,7.11926555
CL 53 # 15-21 ,La Concordia,1105937.49,1278112.142,Tipo Tráfico,4'',-73.11857333,7.110102789
CL 52 # 17C-14,La Concordia,1105900.446,1278175.048,Tipo Piso,2'',-73.11890744,7.110672218
CL 52 # 31-11 ,Campestre,1106647.426,1278409.651,Tipo Milán,3'',-73.11214206,7.112779229
CRA 23 # 46-08,Nuevo Sotomayor,1106010.656,1278816.588,Tipo Tráfico,6'',-73.11789788,7.11647034
CL 58 # 30-67 ,Mercedes,1106718.869,1277980.925,Tipo Piso,2'',-73.11150353,7.108901769
CL 56 # 32-100,Mercedes,1106895.081,1278043.626,Tipo Tráfico,6'',-73.10990745,7.109465325
CL 63 # 30-05 BL 1 ,Conucos,1106669.686,1277771.054,Tipo Tráfico,6'',-73.11195265,7.107005251
CL 55B # 29-47,Bolarqui,1106686.394,1278115.268,Tipo Milán,3'',-73.11179492,7.110116976
CL 53 # 22-08,La Concordia,1106172.767,1278235.989,Tipo Milán,3'',-73.11644151,7.111218082
CL 55 # 22-72,La Concordia,1106302.997,1278074.953,Tipo Milán,3'',-73.11526581,7.109759707
CL 56 # 18-25,Ricaurte,1106148.098,1277943.229,Tipo Piso,2'',-73.11667028,7.108571696
CL 100 # 19-104 FONTANA,Fontana,1106101.553,1275674.923,Tipo Piso,2'',-73.11713409,7.088064746
CL 99 # 19-07,Fontana,1105997.202,1275727.908,Tipo Piso,2'',-73.11807754,7.088545738
CL 104A # 16-04 ,El Rocio,1105597.973,1275282.071,Tipo Milán,3'',-73.12169911,7.08452235
CL 103C # 16-60 VILLA ALICIA,Villa Alicia,1105599.421,1275392.003,Tipo Milán,3'',-73.12168396,7.085516226
CRA 15C # 106 ESQUINA,Toledo Plata,1105511.549,1274914.808,Tipo Milán,3'',-73.12248812,7.081203519
CRA 15E # 105-18 ,Villa Flor,1105644.589,1275080.056,Tipo Piso,2'',-73.12128097,7.082695055
CRA 15C # 105 ESQUINA,Villa Sara,1105492.5,1275003.294,Tipo Milán,2'',-73.12265888,7.082003879
TRANS CENTRAL METROP # 103A-16 LOC 2,Jardines de Coaviconsa,1105509.262,1275488.798,Tipo Tráfico,4'',-73.12249815,7.086393028
BV FONTANA-26 ,Fontana,1105752.443,1275621.701,Tipo Milán,3'',-73.12029474,7.087590084
CL 103A # 16-06 CASA 41,Fontana,1105539.127,1275504.249,Tipo Tráfico,6'',-73.12222756,7.086532167
CRA 21 # 101-34 CASA 1,Fontana,1106102.437,1275577.123,Tipo Piso,2'',-73.11712792,7.08718052
CL 105 # 9-98 ,El Porvenir,1104989.105,1274933.455,Tipo Piso,2'',-73.12721615,7.081381785
CL 106 # 12-03,Malpaso,1105314.666,1274878.885,Tipo Milán,3'',-73.12427067,7.08088239
CL 106 # 9-44,Los Guaduales,1105181.031,1274834.79,Tipo Milán,3'',-73.12548095,7.080486198
CRA 25 # 10AN-02 ,Regadero Norte,1105277.459,1282219.802,Tipo Piso,2'',-73.12447054,7.147252627
CL 104A # 11D-05 ,Manuela Beltran,1105258.396,1275095.759,Tipo Milán,3'',-73.12477592,7.082844203
CRA 11B # 104-42,Manuela Beltran,1105171.629,1275107.998,Tipo Piso,2'',-73.12556098,7.082956467
CL 103F # 10-05 ISABELAR,Igsabelar,1105088.65,1275171.675,Tipo Milán,3'',-73.1263108,7.083533711
CRA 12 # 103D-48,Manuela Beltran,1105222.342,1275200.223,Tipo Piso,2'',-73.12510029,7.083789337
DG 15 # 55-09,La Concordia,1106069.585,1278000.152,Tipo Tráfico,4'',-73.11737983,7.109087817
CL 109 # 15-37,Dangond,1105333.408,1274536.089,Tipo Milán,3'',-73.12410741,7.077782805
CL 108B # 15ABIS-136 CASA 2,Dangond,1105517.348,1274588.759,Tipo Milán,3'',-73.1224417,7.078255586
CRA 16 # 108-21 MZ 3 CASA 15,Dangond,1105528.757,1274593.77,Tipo Milán,3'',-73.12233835,7.078300679
CRA 13C # 103B-25,Jardines de Coaviconsa,1105343.034,1275430.634,Tipo Milán,3'',-73.12400369,7.085870254
CL 103A # 13B-03,Jardines de Coaviconsa,1105319.868,1275488.774,Tipo Milán,3'',-73.12421227,7.086396333
CRA 13 # 103-11 ,Jardines de Coaviconsa,1105241.658,1275530.707,Tipo Milán,3'',-73.12491934,7.086776899
CRA 36 # 48-145 ,Cabecera del Llano,1107051.739,1278706.233,Tipo Milán,3'',-73.10847698,7.115452987
CL 103A # 8A-08,El Porvenir,1104672.186,1275316.886,Tipo Milán,3'',-73.13007734,7.08485426
CRA 7B # 103-19,El Porvenir,1104534.82,1275326.411,Tipo Milán,3'',-73.13132041,7.084942909
CL 104H # 5-02,El Porvenir,1104175.801,1274869.206,Tipo Piso,2'',-73.13457814,7.080815886
DG 104C # 104E-12,El Porvenir,1104273.198,1274960.315,Tipo Milán,3'',-73.13369497,7.081637821
CL 104H # 6-09,El Porvenir,1104363.124,1274842.619,Tipo Milán,3'',-73.13288326,7.080572072
CL 104I # 6A-41,El Porvenir,1104458.283,1274802.61,Tipo Milán,3'',-73.13202276,7.080208595
CL 34 # 33-17,Alvarez las Américas,1106608.407,1279823.017,Tipo Piso,2'',-73.11246852,7.125558223
AV 87 # 18-10 ,Diamante II,1106070.789,1276257.482,Tipo Milán,3'',-73.11740162,7.093332261
CRA 17C # 90-13,San Luis,1105971.793,1276011.525,Tipo Tráfico,4'',-73.1183022,7.091110408
CL 70 # 43W-20,Quebrada La iglesia I,1103675.53,1275451.873,Tipo Tráfico,4'',-73.13909518,7.086092986
CL 70 # 11W-200 TERMINAL,Quebrada La iglesia II,1104625.374,1275733.293,Tipo Tráfico,6'',-73.13049333,7.088619893
CRA 22 # 11N-08,Esperanza III,1104978.953,1282254.564,Tipo Piso,2'',-73.1271719,7.147572491
CL 10N # 22-67,Esperanza II,1105026.266,1282139.551,Tipo Piso,2'',-73.12674578,7.146531768
CL 13N # 24-20,Esperanza III,1105048.141,1282416.708,Tipo Piso,2'',-73.12654259,7.149037144
CRA 22#12,Mutualidad,1105233.764,1280921.334,Tipo Milán,3'',-73.12489035,7.135513952
CRA 31 # 16N-01,Los Angeles,1105223.217,1282793.529,Tipo Tráfico,4'',-73.12495078,7.152440723
CL 16N # 19A-66 INT 3 MZ 7,Villa Rosa,1104700.873,1282922.709,Tipo Piso,2'',-73.12967656,7.153618398
CL 12AN # 20-66 INT 1 MZ 18,Villa Rosa,1104822.633,1282634.96,Tipo Tráfico,4'',-73.12857978,7.151014579
CL 19N # 16-75,Olas Altas,1104292.449,1282978.573,Tipo Milán,3'',-73.13337255,7.154131061
CRA 16 # 21N-03 CASETA COCA COLA,Olas Bajas,1104229.315,1283081.062,Tipo Milán,3'',-73.13394213,7.15505884
CL 15CN # 22A-06 INT A,Villa Helena I,1104903.774,1282895.529,Tipo Milán,3'',-73.12784043,7.153368877
CL 16N # 25-30 INT A,Villa Helena I,1105027.802,1282865.855,Tipo Milán,3'',-73.1267183,7.153098275
CL 17N # 21-03 VILLA HELENA II,Villa Helena II,1104834.632,1283008.579,Tipo Milán,3'',-73.12846418,7.154392258
CRA 1 # 15N-03,Maria Paz,1103484.009,1282188.6,Tipo Milán,3'',-73.14070505,7.147003803
CRA 36 # 54-100 ,Cabecera del Llano,1107138.184,1278145.283,Tipo Tráfico,4'',-73.1077052,7.110379807
CRA 10 # 26BISN-39,Miradores del Kennedy,1103829.634,1283151.035,Tipo Milán,3'',-73.13755873,7.155698871
CL 16 # 17A-53 ,Altos del Progreso,1104422.876,1282859.419,Tipo Milán,3'',-73.13219415,7.153051363
CL 37#1OCC JAC LA JOYA,La Joya,1103838.187,1278314.674,Tipo Milán,3'',-73.13757051,7.111972832
CL 60 # 17F-52,Ricaurte,1106300.55,1277777.937,Tipo Tráfico,4'',-73.11529355,7.10707443
CL 58 # 4-27,Ciudadela Real de Minas,1104990.041,1277319.784,Tipo Tráfico,4'',-73.12716344,7.102956711
CL 64E # 1W-44,Ciudadela Real de Minas,1105082.105,1276551.561,Tipo Piso,2'',-73.12634444,7.096009455
AV 89 # 22-179,Diamante II,1106610.538,1276175.094,Tipo Tráfico,6'',-73.11251806,7.092577268
CRA 3 # 60-80 MZ C CASA 27,Ciudadela Real de Minas,1104967.732,1277040.231,Tipo Milán,3'',-73.12737055,7.100429666
CRA 29 # 94-03 BL 1 INT 06,Villa Diamante,1106998.975,1276364.406,Tipo Milán,3'',-73.10899888,7.094281516
CRA 29 # 94-03 ,Villa Diamante,1106993.302,1276397.705,Tipo Tráfico,6'',-73.10904959,7.094582682
CRA 14C CL 103C 3C SUBEST TELE,Manuela Beltran,1105442.785,1275378.812,Tipo Milán,3'',-73.12310185,7.085399876
CRA 19 # 101-13,Fontana,1105978.046,1275581.307,Tipo Tráfico,6'',-73.11825365,7.087220668
CL 103 # 16-39,Nueva Fontana,1105572.771,1275590.248,Tipo Tráfico,4'',-73.12192146,7.087309064
CL 69 # 7B-03,Juan XXIII,1105508.607,1276230.625,Tipo Piso,2'',-73.12249026,7.093099937
BV FONTANA-26 CL 102 MZ D CASA 19,Fontana,1105692.22,1275482.061,Tipo Milán,3'',-73.1208424,7.086328717
CRA 32 # 100-24 ,La Libertad,1107216.335,1276352.248,Tipo Milán,3'',-73.10703185,7.094167495
CL 117 # 20-44,Provenza,1106063.432,1274559.415,Tipo Tráfico,4'',-73.11749997,7.077980115
CL 107F CRA 15C CASA 94 BALCONES DEL SUR,Toledo Plata,1105571.15,1274669.336,Tipo Milán,3'',-73.12195327,7.078983079
CL 16 # 57-42 BUENOS AIRES,Buenos Aires,1107861.028,1280520.6,Tipo Milán,3'',-73.10111732,7.131841248
CL 32 # 33B-17,Alvarez las Américas,1106624.215,1280037.006,Tipo Tráfico,6'',-73.1123214,7.127492604
CL 12N # 18A-66 INT 3 MZ 31,Villa Rosa,1104646.846,1282586.877,Tipo Tráfico,4'',-73.13017187,7.150583134
CL 12A # 28-11 ,Universidad,1105837.148,1280966.616,Tipo Milán,3'',-73.11942795,7.135912043
CL 32 # 28-31 ,La Aurora,1106131.719,1279809.563,Tipo Tráfico,4'',-73.11678343,7.125445569
CL 20 # 27 ESQUINA,San Alonso,1105845.28,1280281.562,Tipo Tráfico,4'',-73.11936722,7.129718308
CRA 25 # 30-26,Antonia Santos centro,1105730.328,1279797.74,Tipo Tráfico,4'',-73.12041678,7.125346217
CRA 18 # 52-06 ,La Concordia,1105790.614,1278220.91,Tipo Tráfico,4'',-73.11990067,7.111088918
CRA 15D # 105-11 ROBLES,Robles,1105548.67,1275018.018,Tipo Milán,3'',-73.12215024,7.082135948
COLSEG NORTE BL 28 ,Colseguros Norte,1104333.283,1282246.651,Tipo Tráfico,4'',-73.13301652,7.147512956
CL 48 # 23-27 ,Nuevo Sotomayor,1106107.107,1278663.608,Tipo Tráfico,4'',-73.11702776,7.115085429
COLSEG NORTE BL 4 ,Colseguros Norte,1104371.724,1282131.667,Tipo Milán,3'',-73.13267069,7.146472664
VIA AL MAR # 7N-71 MOLINOS ZULIA,Esperanza III,1104662.52,1282212.66,Tipo Tráfico,4'',-73.13003697,7.147199526
CL 8N # 19-41 INT 4 MZ 33,Esperanza III,1104801.366,1282254.936,Tipo Piso,2'',-73.12877937,7.147579159
CL 41 # 38-95 T 2 ,El Prado,1107028.948,1279571.73,Tipo Tráfico,6'',-73.10866685,7.123278381
CL 45 #23O,Quinta Estrella,1103339.246,1277159.313,Tipo Milán,3'',-73.14210761,7.10153625
CRA 45 #14OCC,Quinta Estrella,1103237.243,1277110.85,Tipo Milán,3'',-73.14303171,7.10109995
CRA 17 #41 ESQUINA ,Centro,1105184.36,1278723.11,Tipo Tráfico,4'',-73.12537855,7.115640641
CRA 17#43 ESQUINA ,Centro,1105185.466,1278642.536,Tipo Tráfico,4'',-73.12537005,7.11491215
DG 15#16A,La Concordia,1105526.347,1278376.298,Tipo Tráfico,6'',-73.12228966,7.112498721
CL 54N # 23-04,Colorados,1104229.868,1285589.482,Tipo Tráfico,6'',-73.13389047,7.17773757
CL 1B # 24-04 MZ B ,San Cristobal,1105250.188,1281832.082,Tipo Milán,3'',-73.12472465,7.143747743
CRA 21#8 ESQUINA ,Comuneros,1105075.397,1281242.545,Tipo Milán,3'',-73.12631782,7.138420984
CRA 20 # 20,San Francisco,1105192.417,1280152.478,Tipo Piso,2'',-73.12527897,7.128563461
CRA 17 # 19,San Francisco,1104882.85,1280170.358,Tipo Piso,2'',-73.12808066,7.128730884
CRA 18 # 15,San Francisco,1104909.631,1280580.333,Tipo Tráfico,4'',-73.12783061,7.132436992
CL 14 # 18-09,Modelo,1104894.505,1280677.459,Tipo Piso,2'',-73.12796572,7.133315394
CRA 16 ENTRE 34 Y 33,Centro,1105082.434,1279182.557,Tipo Milán,3'',-73.12629255,7.119796419
CRA 15 # 10-66,Gaitán,1104550.419,1280876.469,Tipo Tráfico,4'',-73.13107652,7.135121039
CRA 15# BULEVAR BOLÍVAR ,Modelo,1104583.581,1280820.545,Tipo Tráfico,4'',-73.13077739,7.134614818
CRA 15# 15-73,San Francisco,1104657.029,1280440.424,Tipo Tráfico,4'',-73.13011964,7.131176755
CL 28#19,Alarcón,1105212.72,1279728.847,Tipo Tráfico,4'',-73.1251031,7.124733021
CL 21#32,Antonia Santos centro,1105504.299,1279511.943,Tipo Tráfico,4'',-73.12246798,7.12276654
CRA 28 # 33-84 ,Mejoras Públicas,1106184.521,1279601.148,Tipo Tráfico,4'',-73.11630943,7.12356029
CRA 14#3,Chapinero,1104237.057,1281469.034,Tipo Tráfico,4'',-73.13390195,7.140484262
CL 9 #18 ESQUINA ,Comuneros,1104815.667,1281096.358,Tipo Milán,3'',-73.12867152,7.13710414
CRA 18 # 7,Comuneros,1104760.972,1281272.644,Tipo Tráfico,4'',-73.12916332,7.138698965
CRA 14#43 ESQUINA ,Garcia Rovira,1105042.892,1278615.827,Tipo Tráfico,4'',-73.126661,7.114673319
KM4 VIA PALENQUE CAFE MADRID PARQUE INDUSTRIAL,Río de Oro I,1101187.173,1278110.998,Tipo Tráfico,4'',-73.16156887,7.110179434
CL 52 # 23-49 ,Nuevo Sotomayor,1106244.857,1278402.214,Tipo Tráfico,4'',-73.11578589,7.112719574
VIA PALENQUE-CAFE CRA D- 45 MZ H,Río de Oro I,1101044.959,1278114.515,Tipo Tráfico,4'',-73.162856,7.110213772
VIA PALENQUE-CAFE CRA 2 # 3-102 BODEGA 3,Río de Oro I,1100501.272,1277433.166,Tipo Milán,3'',-73.16778911,7.104063276
VIA PALENQUE-CAFE CRA 3 # 1-76 ,Río de Oro I,1100352.267,1277334.423,Tipo Milán,3'',-73.16913952,7.103173169
VIA PALENQUE-CAFE CRA 1 # 2-57 BODEGA 6,Río de Oro I,1100374.62,1277221.147,Tipo Milán,3'',-73.16893921,7.102148626
CL 41 # 34-60 ,El Prado,1106809.111,1279430.283,Tipo Tráfico,4'',-73.11065933,7.122003723
CL 53 # 17B-52 PARQUEADERO,La Concordia,1105898.178,1278102.617,Tipo Tráfico,4'',-73.11892932,7.110017415
CL 51A #14,San Miguel,1105215.885,1277955.068,Tipo Milán,3'',-73.12510752,7.108696149
CRA 26 # 9-55 ,Universidad,1105562.901,1281184.657,Tipo Tráfico,4'',-73.12190622,7.137888506
CRA 21B # 111-83,Provenza,1106242.841,1274904.842,Tipo Piso,2'',-73.11586977,7.081099781
CRA 25 # 41-25,Bólivar,1106150.572,1278939.583,Tipo Milán,3'',-73.11662916,7.117579706
CRA 54A # 73-15,Lagos del Cacique,1108291.881,1277298.888,Tipo Piso,2'',-73.09727932,7.102705596
CRA 54 # 71-27,Lagos del Cacique,1108097.03,1277547.526,Tipo Piso,2'',-73.09903813,7.104957253
CL 30 # 27-46 (ENTREGAR CRA 27 # 30-15),La Aurora,1105953.122,1279901.689,Tipo Milán,3'',-73.11839824,7.126281837
CL 69 # 27-87,La Salle,1106652.425,1277024.389,Tipo Milán,3'',-73.11212296,7.100254964
CL 89 # 17C-04,San Luis,1105920.246,1276118.489,Tipo Milán,3'',-73.11876673,7.092078432
CRA 15A # 107-57 ,Dangond,1105376.716,1274723.595,Tipo Milán,3'',-73.12371198,7.079477249
CRA 27 # 18-74,San Francisco,1105802.801,1280371.448,Tipo Tráfico,4'',-73.11975003,7.130531766
CRA 17 #45-21,La Concordia,1105459.636,1278649.119,Tipo Milán,3'',-73.12288837,7.11496655
CRA 20 # 22-37,Alarcón,1105240.871,1279911.202,Tipo Tráfico,4'',-73.1248449,7.126381177
CRA 15#7-02,Chapinero,1104420.035,1281165.26,Tipo Tráfico,4'',-73.13225134,7.137734433
CRA 20 # 11,Mutualidad,1105031.163,1280954.048,Tipo Tráfico,4'',-73.12672359,7.135813502
TRANS ORIENTAL # 89-02,El Tejar,1107186.099,1277172.68,Tipo Tráfico,4'',-73.10728996,7.101585591
CL 21 # 29-54 ,San Alonso,1106078.747,1280221.128,Tipo Tráfico,4'',-73.11725515,7.12916753
CRA 21A # 117A-10 ,Provenza,1106135.349,1274557.754,Tipo Milán,3'',-73.11684912,7.077963752
CL 74A # 49-63 ,Lagos del Cacique,1107935.111,1276951.465,Tipo Milán,3'',-73.10051501,7.099571359
CL 32 CRA 27 PARQUE DE LOS NIÑOS,La Aurora,1105936.21,1279909.213,Tipo Tráfico,4'',-73.11855117,7.126350179
CRA 39 # 42-42 ,Cabecera del Llano,1107133.463,1279374.081,Tipo Tráfico,4'',-73.10772461,7.121489448
CL 55A # 7W-120 ,Mutis,1104262.974,1276976.299,Tipo Milán,3'',-73.1337504,7.099864674
QUEBRADA PAN DE AZUCAR CASA 14,Cabecera del Llano,1107601.677,1279514.57,Tipo Milán,3'',-73.10348402,7.122750711
CRA 39 # 42-54 ,Cabecera del Llano,1107156.077,1279353.495,Tipo Tráfico,4'',-73.10752031,7.121302901
CRA 8 #37-72,Alfonso López,1104493.451,1278655.883,Tipo Tráfico,4'',-73.13163333,7.115045656
CRA 26 # 35-12 ,Antonia Santos centro,1106030.497,1279403.472,Tipo Piso,2'',-73.11770726,7.121775993
CRA 34 PASAJE CADENA ,Centro,1105062.675,1279149.326,Tipo Milán,3'',-73.12647201,7.119496339
CRA 15#31,Centro,1104940.205,1279328.082,Tipo Tráfico,4'',-73.12757719,7.121114763
